x,y
0.20000000298023224,54074521.42114203
0.20499999821186066,55331545.67922985
0.20999999344348907,56551469.54195342
0.2150000035762787,57451552.957504585
0.2199999988079071,58651222.06164254
0.22499999403953552,59813654.975375764
0.23000000417232513,60430707.5027623
0.23499999940395355,61457461.79048887
0.23999999463558197,62493729.09386609
0.24500000476837158,63197444.62592553
0.25,64257338.06327974
0.2549999952316284,65110322.29811264
0.25999999046325684,65934901.609661505
0.26499998569488525,66618437.942577705
0.27000001072883606,67362311.81024471
0.2750000059604645,68065152.55819552
0.2800000011920929,68573095.04933752
0.2849999964237213,69022799.86659878
0.28999999165534973,69880320.4443003
0.29499998688697815,70051466.45013997
0.30000001192092896,70748165.48159581
0.3050000071525574,70660073.61855891
0.3100000023841858,70877263.48100713
0.3149999976158142,70526648.60826771
0.3199999928474426,70193286.70763241
0.32499998807907104,69785701.13628499
0.33000001311302185,69873476.33020043
0.33500000834465027,68649272.54538001
0.3400000035762787,67700936.85410441
0.3449999988079071,66608987.39934991
0.3499999940395355,65107879.959892526
0.35499998927116394,63435281.36324459
0.36000001430511475,60223926.563758254
0.36500000953674316,56153232.863634005
0.3700000047683716,50878667.42267851
0.375,45197705.84809685
0.3799999952316284,40157855.34667265
0.38499999046325684,35374663.97424863
0.38999998569488525,30155176.28337428
0.39500001072883606,25664792.8995445
0.4000000059604645,21275663.31546274
0.4050000011920929,17955051.935953286
0.4099999964237213,14729735.218419509
0.41499999165534973,12202503.232160386
0.41999998688697815,10153701.294218305
0.42500001192092896,8559144.111456884
0.4300000071525574,7319259.73585545
0.4350000023841858,6484061.687134522
0.4399999976158142,5638439.345230737
0.4449999928474426,5253611.510193989
0.44999998807907104,4852109.00620104
0.45500001311302185,4691403.588235454
0.46000000834465027,4601861.33304517
0.4650000035762787,4682830.247329518
0.4699999988079071,4830274.109901416
0.4749999940395355,4903014.910310234
0.47999998927116394,5320241.231732753
0.48500001430511475,5601245.210447745
0.49000000953674316,5832798.879771458
0.4950000047683716,6262778.666843972
0.5,6582829.410327243
0.5049999952316284,6953703.316136892
0.5099999904632568,7398419.729174215
0.5149999856948853,7785810.344309872
0.5199999809265137,8269392.307461342
0.5249999761581421,8821140.0495658
0.5299999713897705,9133741.21280735
0.5350000262260437,9517009.797428397
0.5400000214576721,9939406.09505862
0.5450000166893005,10338853.953743648
0.550000011920929,10858037.698909683
0.5550000071525574,11319298.134967817
0.5600000023841858,11820093.654782645
0.5649999976158142,11977457.216862468
0.5699999928474426,12403638.449330145
0.574999988079071,12755073.89569487
0.5799999833106995,13161089.05544388
0.5849999785423279,13536585.740806136
0.5899999737739563,13554165.075936986
0.5950000286102295,13782884.517097639
0.6000000238418579,14098957.687807191
0.6050000190734863,14318806.25428506
0.6100000143051147,14354180.741325568
0.6150000095367432,14422262.09880203
0.6200000047683716,14420857.975169474
0.625,14443909.768435374
0.6299999952316284,14568662.865804207
0.6349999904632568,14391699.136671558
0.6399999856948853,14369453.069417577
0.6449999809265137,13945123.345643032
0.6499999761581421,13780065.971915469
0.6549999713897705,13363867.608468765
0.6600000262260437,12961360.92614526
0.6650000214576721,12564702.596351938
0.6700000166893005,11928623.684446521
0.675000011920929,11422261.988845408
0.6800000071525574,11035510.019070005
0.6850000023841858,10398870.547487661
0.6899999976158142,9829216.287652096
0.6949999928474426,9260991.524077091
0.699999988079071,8704881.187650826
0.7049999833106995,8015468.993619795
0.7099999785423279,7675390.087695664
0.7149999737739563,7220179.027227268
0.7200000286102295,6694639.656283232
0.7250000238418579,6291609.891405454
0.7300000190734863,5949646.491699402
0.7350000143051147,5605520.051803474
0.7400000095367432,5313584.595782238
0.7450000047683716,5028015.545920137
0.75,4692895.223502836
0.7549999952316284,4547457.302484367
0.7599999904632568,4352586.862425385
0.7649999856948853,4175866.6341112354
0.7699999809265137,3959428.0288627087
0.7749999761581421,3730002.8873889293
0.7799999713897705,3481561.802518015
0.7850000262260437,3297117.6659575123
0.7900000214576721,3211154.031160839
0.7950000166893005,2905245.4168414455
0.800000011920929,2765359.7776888376
0.8050000071525574,2681577.7899458944
0.8100000023841858,2548787.00735217
0.8149999976158142,2446631.5782912723
0.8199999928474426,2423420.7586349654
0.824999988079071,2395920.2309888983
0.8299999833106995,2321915.3560229638
0.8349999785423279,2300377.672040186
0.8399999737739563,2252773.793326917
0.8450000286102295,2158243.4059931105
0.8500000238418579,2069372.7705585163
0.8550000190734863,2039439.6523486988
0.8600000143051147,1966155.668346686
0.8650000095367432,1879443.3626032963
0.8700000047683716,1689852.601160544
0.875,1611934.7714099374
0.8799999952316284,1533385.3803245653
0.8849999904632568,1437504.833831596
0.8899999856948853,1344480.5926013214
0.8949999809265137,1252366.3875212758
0.8999999761581421,1234928.0184251233
0.9049999713897705,1204124.4120742949
0.9100000262260437,1198481.4987954043
0.9150000214576721,1185285.2421208841
0.9200000166893005,1203520.3996919747
0.925000011920929,1228202.826559036
0.9300000071525574,1233486.4964086353
0.9350000023841858,1250232.8456505025
0.9399999976158142,1248433.7497071926
0.9449999928474426,1254546.181964802
0.949999988079071,1147405.8903452486
0.9549999833106995,1131610.6650317523
0.9599999785423279,1094149.8325229285
0.9649999737739563,1014431.48843025
0.9700000286102295,961064.6027189099
0.9750000238418579,907483.9980356002
0.9800000190734863,809855.5274219617
0.9850000143051147,770181.4545975897
0.9900000095367432,732361.313853452
0.9950000047683716,705541.4415199517
1.0,651574.159369344
1.0049999952316284,601810.1702448452
1.0099999904632568,599642.548531488
1.0149999856948853,632251.29207943
1.0199999809265137,646931.1366102474
1.024999976158142,614734.1628246594
1.0299999713897705,656877.7675221513
1.034999966621399,669806.3333162228
1.0399999618530273,702374.9041053118
1.0449999570846558,711646.878429943
1.0499999523162842,701607.8602443717
1.0549999475479126,720991.3478552591
1.059999942779541,708851.3955468535
1.065000057220459,654071.4274614904
1.0700000524520874,679148.0999886591
1.0750000476837158,628340.7936974763
1.0800000429153442,576917.8435964391
1.0850000381469727,526496.4295676457
1.090000033378601,501380.5713253548
1.0950000286102295,458853.65681297303
1.100000023841858,431371.0157266642
1.1050000190734863,379138.15626308956
1.1100000143051147,353066.80053205875
1.1150000095367432,323689.18069112045
1.1200000047683716,331206.31370899454
1.125,324816.14215962205
1.1299999952316284,330863.9073742983
1.1349999904632568,323382.2490784965
1.1399999856948853,334431.5545531886
1.1449999809265137,360555.5641149969
1.149999976158142,385243.56223602174
1.1549999713897705,372693.0818544269
1.159999966621399,402770.89236560866
1.1649999618530273,407078.3287102236
1.1699999570846558,418552.21399229165
1.1749999523162842,409962.7433032352
